utc_time,Denmark,Sweden,Finland,Norway
2015-03-07T02:00:00Z,213.16852117359412,397.8121927174293,247.50943407265103,230.73107177610902
2015-03-07T03:00:00Z,193.9344782738386,361.91788365787636,225.17683521218999,209.9123725215683
2015-03-07T04:00:00Z,235.11243303129584,438.7636223415125,272.9884549681278,254.4829009580772
2015-03-07T05:00:00Z,438.6077934273839,818.5238940800735,509.26640637836186,474.7438585664426
2015-03-07T06:00:00Z,898.0893765403423,1676.0021703523405,1042.7693174882115,972.0812588043575
2015-03-07T07:00:00Z,1496.8859263447434,2793.46814120896,1738.0304862141984,1620.2115219011964
2015-03-07T08:00:00Z,1882.1562190806847,3512.454317490395,2185.3668546192807,2037.2235041444294
2015-03-07T09:00:00Z,1938.6711284669927,3617.9216721467874,2250.986173840814,2098.3945698451366
2015-03-07T10:00:00Z,1783.2512733276285,3327.879253949093,2070.5285707321864,1930.1699672904736
2015-03-07T11:00:00Z,1694.6373490929097,3162.509154691321,1967.6391660605136,1834.2553097209661
2015-03-07T12:00:00Z,1700.6806541418093,3173.7870883164514,1974.6560323611598,1840.7965112235422
2015-03-07T13:00:00Z,1771.6146238288509,3306.1630970441847,2057.0172862513095,1917.5745962856272
2015-03-07T14:00:00Z,1882.836666811736,3513.7241597843176,2186.156920769298,2037.9600126749042
2015-03-07T15:00:00Z,2023.382792628362,3776.009426770434,2349.3446741508033,2190.0854675268515
2015-03-07T16:00:00Z,2204.4805722787287,4113.971638181105,2559.6168508601113,2386.1035501450406
2015-03-07T17:00:00Z,2333.85149797555,4355.401898812435,2709.8291074746767,2526.133101311212
2015-03-07T18:00:00Z,2286.6693745354523,4267.3512622576845,2655.046062554575,2475.063732109457
2015-03-07T19:00:00Z,1982.2751426870416,3699.2948899777334,2301.61468514015,2145.5910361870856
2015-03-07T20:00:00Z,1559.592742369193,2910.4907477536676,1810.8392126680926,1688.0846336971274
2015-03-07T21:00:00Z,1149.6409943422984,2145.4443755544885,1334.845268568809,1244.3577378216035
2015-03-07T22:00:00Z,863.4030362640586,1611.2709942542788,1002.4950949877749,934.5371766674817
2015-03-07T23:00:00Z,644.6999578508558,1203.1302861487077,748.5595004169577,697.8155659662505
2015-03-08T00:00:00Z,464.34708022591684,866.5582007588195,539.1522275768424,502.6037564401153
2015-03-08T01:00:00Z,315.07585707334965,587.9902758841251,365.8337856116836,341.0343600127926
2015-03-08T02:00:00Z,232.64573717237164,434.1603081044796,270.12438060709917,251.8129787005982
2015-03-08T03:00:00Z,209.30177383227385,390.59612146044367,243.01976345485505,226.5457504470573
2015-03-08T04:00:00Z,248.37661698264057,463.5170618889714,288.389465610592,268.83989589560343
2015-03-08T05:00:00Z,442.9084030046455,826.5496331363518,514.2598333476685,479.3987872190841
2015-03-08T06:00:00Z,875.2742313105135,1633.4248568677963,1016.2787097144603,947.386416983322
2015-03-08T07:00:00Z,1437.5083271173594,2682.658473736029,1669.0873050144075,1555.9419147668966
2015-03-08T08:00:00Z,1784.9305829437653,3331.013158697171,2072.478412906042,1931.9876320443593
2015-03-08T09:00:00Z,1858.0008869046455,3467.375965368495,2157.3201591512397,2011.0780599137274
2015-03-08T10:00:00Z,1783.6530559070904,3328.6290551301086,2070.995079475201,1930.604851975463
2015-03-08T11:00:00Z,1815.1677625843522,3387.441371775673,2107.5867261766502,1964.7159956298904
2015-03-08T12:00:00Z,1969.8697407359414,3676.1440977100074,2287.210804119368,2132.163576671804
2015-03-08T13:00:00Z,2167.993928163814,4045.880759563832,2517.252300098236,2346.6108405470227
2015-03-08T14:00:00Z,2341.9134346992664,4370.446975392945,2719.1898019385258,2534.8592457279083
2015-03-08T15:00:00Z,2449.270106237164,4570.7945345551,2843.8413633884907,2651.060830041958
2015-03-08T16:00:00Z,2470.549935850856,4610.506662934423,2868.549320059815,2674.093864501965
2015-03-08T17:00:00Z,2438.913561586797,4551.46729189443,2831.8164054291824,2639.8510292987694
2015-03-08T18:00:00Z,2301.3707493716383,4294.786767872424,2672.1157919206253,2490.9763253660067
